"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Netvertise, Inc.","","$160,000","$0","$160,000","2007","20070515","consumer-protection-related offenses","consumer protection violation","","A company and its owner were ordered to return $160,000 to consumers and were banned for life from promoting or selling franchises or business opportunities after the Federal Trade Commission charged that they used bogus earnings claims to lure franchisees into buying their web services businesses, and failed to tell customers that the owner was under a previous FTC order for deceptively promoting rare coins.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2007/05/ftc-recovers-160000-franchisees-who-bought-web-services",""
"Network Service Billing, Inc.","","$228,000","$0","$228,000","2015","20150211","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DA-15-84A1.pdf",""
"Network Services Solutions","","$21,691,499","$0","$21,691,499","2016","20161104","consumer-protection-related offenses","telecommunications violation","","The Federal Communications Commission announced that it planned to fine Network Services Solutions and its chief executive $21,691,499 for apparent violations involving the Universal Service Fund Rural Health Care Program.  The company was alleged to have violated the program's competitive bidding rules, using forged and false documents to seek funding from the program, and violating the federal wire fraud statute.","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DOC-342036A1.pdf",""
"New Century Travel Inc.","","$6,000","$0","$6,000","2008","20080707","consumer-protection-related offenses","discriminatory practices (non-employment)","Americans with Disabilities Act","The Department of Justice announced reached a settlement with New Century Travel, Inc. under the Americans with Disabilities Act (ADA) enforcing the ADA's requirement that over-the-road discount bus service be accessible for persons with disabilities. The company paid a $5,000 penalty and $1,000 to disabled customers.","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/opa/pr/2008/July/08-crt-590.html",""
"New Edge Satellite, Inc.","","$570,000","$0","$570,000","2009","20090922","consumer-protection-related offenses","privacy violation","consumer protection violation","Two authorized dealers of the satellite television provider Dish Network agreed to settle charges that they violated the FTC's Telemarketing Sales Rule by calling consumers whose numbers are on the Do Not Call Registry. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2009/09/dish-network-dealers-settle-ftc-over-do-not-call-charges",""
"New Flight Solutions, Inc. d/b/a New Flight Charters","","$40,000","$0","$40,000","2010","20101119","consumer-protection-related offenses","aviation consumer protection violation","","","federal","agency action","Transportation Department Aviation Consumer Protection Division","civil","","","","","","","","","","","","","","","","","","https://www.transportation.gov/sites/dot.gov/files/docs/eo_2010-11-23.pdf",""
"New Sensor Corp.","","$450,000","$0","$450,000","2013","20130422","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DA-13-706A1.pdf",""
"New World Auto Imports Inc., New World Auto Imports of Rockwall Inc. and Hampton Two Auto Corporation","","$85,000","$0","$85,000","2016","20160818","consumer-protection-related offenses","consumer protection violation","","","federal","agency action","Federal Trade Commission","civil","","","","","","Texas","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2016/08/ftc-action-texas-car-dealers-pay-85000-civil-penalty",""
"NewDay Financial LLC","","$2,000,000","$0","$2,000,000","2015","20150210","consumer-protection-related offenses","consumer protection violation","mortgage abuses","The Consumer Financial Protection Bureau took action against NewDay Financial, LLC for deceptive mortgage advertising and kickbacks. NewDay deceived consumers about a veterans organization's endorsement of NewDay products and participated in a scheme to pay kickbacks for customer referrals. NewDay will pay a $2 million civil money penalty for its actions.","federal","agency action","Consumer Financial Protection Bureau","civil","","","","","","","","","","","","","","","","","","http://www.consumerfinance.gov/about-us/newsroom/cfpb-takes-action-against-newday-financial-for-deceptive-mortgage-advertising-and-kickbacks/",""
"NeWorld Marketing, LLC","","$62,500","$0","$62,500","2004","20040817","consumer-protection-related offenses","consumer protection violation","","Three list management companies agreed to settle Federal Trade Commission allegations that they violated the Telemarketing Sales Rule. ","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","","","","","","","https://www.ftc.gov/news-events/press-releases/2004/08/list-sellers-settle-ftc-charges-they-aided-illegal-marketing",""
"Newport Television","","$35,000","$0","$35,000","2014","20141128","consumer-protection-related offenses","telecommunications violation","","","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DOC-330722A1.pdf",""
"Nixon State Bank","","$100,000","$0","$100,000","2011","20110617","consumer-protection-related offenses","discriminatory practices (non-employment)","","The Justice Department announced that Nixon State Bank of Nixon, Texas, agreed to establish uniform pricing policies, conduct employee training, and pay nearly $100,000 as part of a settlement to resolve allegations that it engaged in a pattern or practice of discrimination on the basis of national origin.","federal","agency action","Justice Department Civil Rights Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/justice-department-reaches-settlement-nixon-state-bank-resolve-allegations-lending",""
"NobelTel, LLC","","$5,000,000","$0","$5,000,000","2015","20151021","consumer-protection-related offenses","telecommunications violation","","The Federal Communications Commission fined six companies a combined $30 million for deceptively marketing prepaid calling cards.  The companies were accused of falsely advertising that their low-cost prepaid calling cards could allow consumers far more calling minutes than were in fact being sold.","federal","agency action","Federal Communications Commission","civil","","","","","","","","","","","","","","","","","","https://apps.fcc.gov/edocs_public/attachmatch/DOC-335974A1.pdf",""
"Nordstrom Inc.","Nordstrom","$360,000","$0","$360,000","2015","20151209","consumer-protection-related offenses","consumer protection violation","","The Federal Trade Commission announced complaints and proposed court orders barring four national retailers from mislabeling and advertising rayon textiles as made of bamboo, and requiring them to pay civil penalties totaling $1.3 million.","federal","agency action","Federal Trade Commission","civil","","","","","","","","","","","","USA","Washington","publicly traded","JWN","retailing","retail-department stores","https://www.ftc.gov/news-events/press-releases/2015/12/nordstrom-bed-bath-beyond-backcountrycom-jc-penney-pay-penalties",""
