"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"TriWest Healthcare Alliance Corporation","TriWest Healthcare Alliance Corporation","$10,000,000","$0","$10,000,000","2011","20110909","government-contracting-related offenses","False Claims Act and related","","TriWest Healthcare Alliance Corporation, a contractor to TRICARE Management Activity, agreed to pay $10 million to resolve civil false claims allegations.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","Arizona","privately held","","healthcare services","insurance; managed care","https://www.justice.gov/opa/pr/arizona-based-triwest-healthcare-alliance-corp-agrees-pay-10-million-resolve-false-claims-act",""
"Trover Health System","","$1,162,837","$0","$1,162,837","2013","20130702","government-contracting-related offenses","False Claims Act and related","","Fifty-five hospitals in 21 states agreed to pay the United States a total of more than $34 million to settle allegations that they submitted false claims to Medicare for kyphoplasty, a minimally-invasive procedure used to treat certain spinal fractures that often are due to osteoporosis. ","federal","agency action","Justice Department Civil Division","civil","","","","","","Kentucky","Madisonville","","","","","","","","","","","https://www.justice.gov/opa/pr/fifty-five-hospitals-pay-us-more-34-million-resolve-false-claims-act-allegations-related",""
"Tuomey Healthcare System","Palmetto Health","$72,400,000","$0","$72,400,000","2015","20151016","government-contracting-related offenses","False Claims Act and related","","The Department of Justice resolved a $237 million judgment against Tuomey Healthcare System for illegally billing the Medicare program for services referred by physicians with whom the hospital had improper financial relationships.  Under the terms of the settlement agreement, the United States was to receive $72.4 million and Tuomey, based in Sumter, South Carolina, was to be sold to Palmetto Health, a multi-hospital healthcare system based in Columbia, South Carolina.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","South Carolina","non-profit","","healthcare services","hospitals","https://www.justice.gov/opa/pr/united-states-resolves-237-million-false-claims-act-judgment-against-south-carolina-hospital",""
"Turner Construction Company","ACS S.A.","$6,600,000","$0","$6,600,000","2005","20050623","government-contracting-related offenses","False Claims Act and related","","Turner Construction Company agreed to pay the United States $6.6 million to settle allegations that it submitted false claims by failing to pass along credits along to the federal government. ","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","Spain","","publicly traded","","construction and engineering","construction & engineering","https://www.justice.gov/archive/opa/pr/2005/June/05_civ_337.htm",""
"Ultralife Corporation","","$2,700,000","$0","$2,700,000","2011","20110602","government-contracting-related offenses","False Claims Act and related","","Ultralife Corporation, formerly known as Ultralife Batteries Inc., agreed to pay $2.7 million to resolve allegations that the battery manufacturer violated the False Claims Act.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","","","","","","","https://www.justice.gov/opa/pr/new-york-battery-manufacturer-pay-27-million-false-pricing-information-provided-us-army",""
"Union Oil Company of California (Unocal)","Chevron","$21,500,000","$0","$21,500,000","2001","20011203","government-contracting-related offenses","False Claims Act and related","federal leasing royalty violation","Union Oil Company of California (Unocal) agreed to pay $21.5 million to resolve claims under the False Claims Act and administrative claims that the company underpaid royalties due for oil produced on federal and Indian leases from 1980 to December 31, 1998. ","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","California","publicly traded","CVX","oil and gas","oil & gas","https://www.justice.gov/archive/opa/pr/2001/December/01_civ_624.htm",""
"Union Pacific Resources Company","Occidental Petroleum","$2,700,000","$0","$2,700,000","2000","20000721","government-contracting-related offenses","False Claims Act and related","federal leasing royalty violation","Union Pacific Resources Company agreed to pay $2.7 million to resolve claims that it underpaid royalties due for oil produced on Federal and Indian leases from January 1, 1988, to December 31, 1998.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","California","publicly traded","OXY","oil and gas","oil & gas","https://www.justice.gov/archive/opa/pr/2000/July/417civ.htm",""
"Unisys Corporation","Science Applications International Corp. (SAIC)","$1,430,000","$0","$1,430,000","2001","20010802","government-contracting-related offenses","False Claims Act and related","","Unisys Corporation agreed to pay the United States $1,430,000 to settle claims that it failed to disclose information to the government during 1990 contract negotiations.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","Virginia","publicly traded","SAIC","information technology","information technology","https://www.justice.gov/archive/opa/pr/2001/August/375civ.htm",""
"United Hospital","Allina Health System","$428,656","$0","$428,656","2010","20100517","government-contracting-related offenses","False Claims Act and related","","Nine hospitals agreed to pay the United States more than $9.4 million to settle allegations that the health care facilities submitted false claims to Medicare. The settlements resolved allegations that the hospitals overcharged Medicare between 2000 and 2008 when performing kyphoplasty, a minimally-invasive procedure used to treat certain spinal fractures that often are due to osteoporosis. In many cases, the procedure can be performed safely as a less costly out-patient procedure, but the government contends that the hospitals performed the procedure on an in-patient basis in order to increase their Medicare billings.","federal","agency action","Justice Department Civil Division","civil","","","","","","Minnesota","St. Paul","","","","","USA","Minnesota","non-profit","","healthcare services","hospitals","https://www.justice.gov/opa/pr/nine-hospitals-seven-states-pay-us-more-94-million-resolve-false-claims-act-allegations",""
"United Parcel Service Inc.","United Parcel Service","$25,000,000","$0","$25,000,000","2015","20150519","government-contracting-related offenses","False Claims Act and related","","United Parcel Service Inc. agreed to pay $25 million to resolve allegations that it submitted false claims to the federal government in connection with its delivery of Next Day Air overnight packages.","federal","agency action","Justice Department Civil Division","civil","","","","","","","","","","","","USA","Georgia","publicly traded","UPS","freight and logistics","package delivery","https://www.justice.gov/opa/pr/united-parcel-service-agrees-settle-alleged-civil-false-claims-act-violations",""
