"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"LG Display Co. Ltd.","LG","$400,000,000","$0","$400,000,000","2008","20081112","competition-related offenses","price-fixing or anti-competitive practices","","Three leading electronics manufacturers -- LG Display Co. Ltd., Sharp Corp. and Chunghwa Picture Tubes Ltd. -- agreed to plead guilty and pay a total of $585 million in criminal fines for their roles in conspiracies to fix prices in the sale of liquid crystal display (LCD) panels.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","South Korea","","publicly traded","","diversified","diversified","https://www.justice.gov/archive/atr/public/press_releases/2008/239349.htm",""
"Life Technologies","Thermo Fisher Scientific","$230,000","$0","$230,000","2001","20010228","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Massachusetts","publicly traded","TMO","miscellaneous manufacturing","scientific equipment","FOIA165","Source document obtained through a Freedom of Information Act request to the agency."
"Lift Forwarders Inc.","","$140,000","$0","$140,000","2007","20071017","competition-related offenses","price-fixing or anti-competitive practices","bid-rigging","An Oregon-based freight forwarder pleaded guilty to rigging bids and allocating shipments for its role in a conspiracy involving its participation in the U.S. Department of Defense program for shipping the household goods of military and civilian DOD personnel between the United States and foreign countries.","federal","agency action","Justice Department Antitrust Division","criminal","","","","","","","","","","","","","","","","","","https://www.justice.gov/archive/atr/public/press_releases/2007/226872.htm",""
"Lilly & Associates International Freight Forwarders, Inc","","$70,000","$0","$70,000","2002","20021024","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20021230130038/http://fmc.gov/Pressreleases/News%20Release%2002-10.htm",""
"Lincoln Paper and Tissue, LLC","","$5,379,016","$0","$5,379,016","2016","20160601","competition-related offenses","energy market violation","","","federal","agency action","Federal Energy Regulatory Commission","civil","","","","","","","","","","","","","","","","","","https://www.ferc.gov/enforcement/civil-penalties/actions/2016/155FERC61228.pdf",""
"Lincoln Provision, Inc.","","$5,000","$0","$5,000","2013","20130919","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Illinois","Chicago","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2013NR.pdf",""
"Linton Livestock Auction Sales, Inc.","","$11,000","$0","$11,000","2015","20150407","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","North Dakota","Linton","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2015NR.pdf",""
"Littelfuse, Inc.","Littelfuse Inc.","$221,100","$0","$221,100","2007","20070709","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Illinois","publicly traded","LFUS","electrical and electronic equipment","circuit protection products","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=377&Itemid=",""
"Littelfuse, Inc.","Littelfuse Inc.","$180,000","$0","$180,000","2012","20121023","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","USA","Illinois","publicly traded","LFUS","electrical and electronic equipment","circuit protection products","http://efoia.bis.doc.gov/index.php/component/docman/doc_view/811-e2289?Itemid=",""
"Little Joe Livestock Meats, Inc.","","$6,600","$0","$6,600","2006","20060314","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","New York","Ontario","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2006NR.pdf",""
"Lloyds Banking Group plc","Lloyds Banking Group","$105,000,000","$0","$105,000,000","2014","20140728","competition-related offenses","interest rate benchmark manipulation","","The U.S. Commodity Futures Trading Commission settled charges against Lloyds Banking Group for acts of false reporting and attempted manipulation of the London Interbank Offered Rate (LIBOR).","federal","agency action","Commodity Futures Trading Commission","civil","","","","","","","","","","","","Britain","","publicly traded","LYG","financial services","banking","http://www.cftc.gov/PressRoom/PressReleases/pr6966-14",""
"Lloyds Banking Group plc","Lloyds Banking Group","$86,000,000","$0","$86,000,000","2014","20140728","competition-related offenses","interest rate benchmark manipulation","","Lloyds Banking Group plc entered into an agreement with the Department of Justice to pay an $86 million penalty for manipulation of submissions for the London InterBank Offered Rate (LIBOR), a leading global benchmark interest rate.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","Britain","","publicly traded","LYG","financial services","banking","https://www.justice.gov/opa/pr/lloyds-banking-group-admits-wrongdoing-libor-investigation-agrees-pay-86-million-criminal",""
"Lockheed Martin","Lockheed Martin","$3,000,000","$0","$3,000,000","2006","20061212","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","USA","Maryland","publicly traded","LMT","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=35ed7e05db15df00d0a370131f96198c",""
"Lockheed Martin Corporation","Lockheed Martin","$8,000,000","$0","$8,000,000","2000","20000613","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","USA","Maryland","publicly traded","LMT","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=09ed7e05db15df00d0a370131f9619f9",""
"Lockheed Martin Corporation","Lockheed Martin","$4,000,000","$0","$4,000,000","2008","20080801","competition-related offenses","export control violation","","","federal","agency action","State Department Directorate of Defense Trade Controls","civil","","","","","","","","","","","","USA","Maryland","publicly traded","LMT","aerospace and military contracting","aerospace & military contracting","https://www.pmddtc.state.gov/sys_attachment.do?sysparm_referring_url=tear_off&view=true&sys_id=35ed7e05db15df00d0a370131f96198c",""
"LogicaCMG, Inc.","","$99,000","$0","$99,000","2007","20070504","competition-related offenses","export control violation","","","federal","agency action","Bureau of Industry and Security","civil","","","","","","","","","","","","","","","","","","https://efoia.bis.doc.gov/index.php/component/docman/?task=doc_download&gid=359&Itemid=",""
"Logical Logistics International, Ltd","","$50,000","$0","$50,000","2003","20031125","competition-related offenses","maritime violation","","","federal","agency action","Federal Maritime Commission","civil","","","","","","","","","","","","","","","","","","https://web.archive.org/web/20031206091243/http://fmc.gov/Pressreleases/NR%2003-11_Compromise%20Agreements.htm",""
"Long Cattle Company, LLC","","$33,000","$0","$33,000","2014","20140702","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","Missouri","Montreal ","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2014NR.pdf",""
"Longford Homes of New Mexico, Inc.","","$20,700","$0","$20,700","2007","20070412","competition-related offenses","kickbacks and bribery","","The Department of Housing and Urban Development announced two settlement agreements with a New Mexico builder and a Florida title insurance company for violations of the Real Estate Settlement Procedures Act (RESPA). HUD alleged that Fidelity National Title Insurance Company and Longford Homes of New Mexico, Inc. were engaged in a business arrangement that violated RESPA's anti-kickback and referral fee provisions.","federal","agency action","Housing and Urban Development Department","civil","","","","","","","","","","","","","","","","","","https://archives.hud.gov/news/2007/pr07-041.cfm",""
"Los Angeles Harbor Grain Terminal, Inc.","","$38,000","$0","$38,000","2012","20120405","competition-related offenses","agribusiness violation","","","federal","agency action","Grain Inspection, Packers & Stockyards Administration","civil","","","","","","California","Los Angeles","","","","","","","","","","","https://www.gipsa.usda.gov/Newrelease/2012NR.pdf",""
"Louis Berger International Inc.","Louis Berger Group","$17,100,000","$0","$17,100,000","2015","20150717","competition-related offenses","Foreign Corrupt Practices Act","","Louis Berger International Inc. admitted to violations of the Foreign Corrupt Practices Act and agreed to pay a $17.1 million criminal penalty to resolve charges that it bribed foreign officials in India, Indonesia, Vietnam and Kuwait to secure government construction management contracts.","federal","agency action","Justice Department Criminal Division","criminal","deferred prosecution agreement","","","","","","","","","","","USA","New Jersey","privately held","","construction and engineering","construction & engineering","https://www.justice.gov/opa/pr/louis-berger-international-resolves-foreign-bribery-charges",""
