"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"Bank of America, National Association","Bank of America","$30,000,000","$0","$30,000,000","2015","20150529","financial offenses","banking violation","","The Office of the Comptroller of the Currency assessed a $30 million civil money penalty against Bank of America, National Association, and ordered remediation to approximately 73,000 affected customer accounts.","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","North Carolina","Charlotte","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://occ.gov/news-issuances/news-releases/2015/nr-occ-2015-74.html",""
"Bank of America, National Association","Bank of America","$25,000,000","$0","$25,000,000","2014","20140407","financial offenses","banking violation","credit card violation","The Office of the Comptroller of the Currency assessed a $25 million penalty against Bank of America, N.A., Charlotte, North Carolina, and its credit card subsidiary FIA Card Services, N.A.","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","North Carolina","Charlotte","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://occ.gov/news-issuances/news-releases/2014/nr-occ-2014-55.html",""
"Bank of America, National Association","Bank of America","$1,104,530","$0","$1,104,530","2015","20150629","financial offenses","banking violation","","civil money penalty","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","North Carolina","Charlotte","","","","","USA","North Carolina","publicly traded","BAC","financial services","banking","http://www.occ.gov/static/enforcement-actions/ea2015-084.pdf",""
"BANK OF ANGUILLA","","$5,900","$0","$5,900","2007","20070627","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-68k","","","Mississippi","ANGUILLA","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z5IIAA0?operationContext=S1",""
"Bank of Boston and Sure Trade","","$58,944","$0","$58,944","2004","20041001","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","","","","","","","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/10012004.pdf",""
"Bank of Camilla","","$10,000","$0","$10,000","2014","20140723","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Georgia","Camilla","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6LeAAK?operationContext=S1",""
"BANK OF THE CASCADES","First Interstate Bancsystem","$43,550","$0","$43,550","2008","20081008","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-228k","","","Oregon","BEND","","","","","USA","Montana","publicly traded","FIBK","financial services","banking","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4SGAA0?operationContext=S1",""
"Bank of China","Bank of China","$11,000","$0","$11,000","2005","20050204","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","China","","publicly traded","","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/02042005.pdf",""
"Bank of China","Bank of China","$10,000","$0","$10,000","2004","20040102","financial offenses","economic sanction violation","","","federal","agency action","Office of Foreign Assets Control","civil","","","","","","","","","","","","China","","publicly traded","","financial services","banking","https://www.treasury.gov/resource-center/sanctions/OFAC-Enforcement/Documents/01022004.pdf",""
"Bank of China","Bank of China","$10,000,000","$0","$10,000,000","2002","20020117","financial offenses","banking violation","","","federal","agency action","Office of the Comptroller of the Currency","civil","","","","","","","","","","","","China","","publicly traded","","financial services","banking","https://www.occ.gov/static/enforcement-actions/ea2002-1.pdf",""
"BANK OF COMMERCE, THE","","$5,900","$0","$5,900","2008","20080916","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-08-154k","","","Idaho","AMMON","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4QHAA0?operationContext=S1",""
"Bank of Coushatta","","$20,000","$0","$20,000","2013","20131206","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Louisiana","Coushatta","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3nxAAC?operationContext=S1",""
"The Bank of Currituck","","$16,000","$0","$16,000","2003","20031126","financial offenses","banking violation","","","federal","agency action","Federal Reserve","civil","","","","","","North Carolina","Moyock","","","","","","","","","","","https://www.federalreserve.gov/boarddocs/press/enforcement/2003/200311262/default.htm",""
"Bank of Dade","","$20,000","$0","$20,000","2013","20131029","financial offenses","banking violation","","Assessment of Civil Money Penalty","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Georgia","Trenton","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z6diAAC?operationContext=S1",""
"BANK OF GUAM","","$7,780","$0","$7,780","2008","20080428","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-07-287k","","","Guam","HAGATNA","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z53HAAS?operationContext=S1",""
"Bank of Gueydan","","$10,545","$0","$10,545","2014","20140509","financial offenses","banking violation","","civil money penalty","federal","agency action","Federal Reserve","civil","","","","","","Louisiana","Gueydan","","","","","","","","","","","http://www.federalreserve.gov/newsevents/press/enforcement/enf20140513a1.pdf",""
"Bank of Hampton Roads","Union Bankshares Corp.","$33,600","$0","$33,600","2011","20111213","financial offenses","banking violation","","civil money penalty","federal","agency action","Federal Reserve","civil","","","","","","Virginia","Norfolk","","","","","USA","Virginia","publicly traded","UBSH","financial services","banking","http://www.federalreserve.gov/newsevents/press/enforcement/enf20111222a1.pdf",""
"Bank of Kampsville","","$21,819","$0","$21,819","2016","20161025","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Illinois","Kampsville","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3pUAAS?operationContext=S1",""
"BANK OF KENTUCKY, INC., THE","Truist Financial","$30,415","$0","$30,415","2009","20091022","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","FDIC-09-196k","","","Kentucky","CRESTVIEW HILLS","","","","","USA","North Carolina","publicly traded","TFC","financial services","banking","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z4uuAAC?operationContext=S1",""
"Bank of Lake Mills","","$16,802","$0","$16,802","2017","20170117","financial offenses","banking violation","","","federal","agency action","Federal Deposit Insurance Corporation","civil","","","","","","Wisconsin","Lake Mills","","","","","","","","","","","https://orders.fdic.gov/sfc/servlet.shepherd/document/download/069t0000002Z3ryAAC?operationContext=S1",""
